Employer,Title,Salary,Location,Start Date
PIEZOS TECHNOLOGY INC,DATA SCIENTIST,"90,000","AUBURN HILLS, MI",9/26/2016
INTELLECT DESIGN ARENA INC,DATA SCIENTIST,"90,000","JERSEY CITY, NJ",10/9/2015
UNIVISION INTERACTIVE MEDIA INC,DATA SCIENTIST,"90,000","SUNNYVALE, CA",9/1/2016
XAI INC,DATA SCIENTIST,"90,000","NEW YORK, NY",8/30/2016
INTERTECH SYSTEMS LLC,DATA SCIENTIST,"90,000","MINNEAPOLIS, MN",8/28/2016
HOOKLOGIC INC,DATA SCIENTIST,"90,000","NEW YORK, NY",9/8/2016
FACEBOOK INC,DATA SCIENTIST,"90,000","MENLO PARK, CA",6/4/2016
STANLEY BLACK & DECKER INC,DATA SCIENTIST,"90,000","ATLANTA, GA",9/10/2016
IGNITIONONE INC,DATA SCIENTIST,"90,000","NEW YORK, NY",8/24/2016
BLUECORE INC,DATA SCIENTIST,"90,000","NEW YORK, NY",9/1/2016
UBER TECHNOLOGIES INC,DATA SCIENTIST,"90,000","SAN FRANCISCO, CA",9/1/2016
OWNERIQ INC,DATA SCIENTIST,"90,000","BOSTON, MA",9/7/2016
THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"90,000","LOS ANGELES, CA",5/9/2016
ACCIDENT FUND INSURANCE COMPANY OF AMERICA,DATA SCIENTIST,"90,000","LANSING, MI",5/24/2016
HCA MANAGEMENT SERVICES LP,DATA SCIENTIST,"90,000","NASHVILLE, TN",8/1/2016
PROOFPOINT INC,DATA SCIENTIST,"90,000","INDIANAPOLIS, IN",8/1/2016
TRUVERIS INC,DATA SCIENTIST,"90,000","NEW YORK, NY",8/24/2016
ACCIDENT FUND INSURANCE COMPANY OF AMERICA,DATA SCIENTIST,"90,000","LANSING, MI",5/24/2016
OPTIMAL BLUE LLC,DATA SCIENTIST,"90,000","PLANO, TX",9/6/2016
ALIVIA CAPITAL LLC,DATA SCIENTIST,"90,000","WOBURN, MA",9/2/2016
TRUECAR INC,DATA SCIENTIST,"90,000","SANTA MONICA, CA",9/14/2016
NATIVO INC,DATA SCIENTIST,"90,000","EL SEGUNDO, CA",9/20/2016
ADCOLONY INC,DATA SCIENTIST,"90,000","KIRKLAND, WA",6/27/2016
LAND O'LAKES INC,DATA SCIENTIST,"90,000","GRAY SUMMIT, MO",10/1/2016
TRUVERIS INC,DATA SCIENTIST,"90,000","NEW YORK, NY",9/12/2016
VIRTUAL POWER SYSTEMS,DATA SCIENTIST,"90,000","SANTA CLARA, CA",11/30/2014
SCHLUMBERGER TECHNOLOGY CORPORATION,DATA SCIENTIST,"90,000","MENLO PARK, CA",8/27/2015
KABBAGE INC,DATA SCIENTIST,"90,000","ATLANTA, GA",8/26/2015
HOOKLOGIC INC,DATA SCIENTIST,"90,000","NEW YORK, NY",9/1/2015
YASME SOFT INC,DATA SCIENTIST,"90,000","IRVING, TX",3/16/2015
CA INC,DATA SCIENTIST,"90,000","SAN DIEGO, CA",9/3/2015
ALIVIA CAPITAL LLC,DATA SCIENTIST,"90,000","WOBURN, MA",9/5/2015
TRIPADVISOR LLC,DATA SCIENTIST,"90,000","NEWTON, MA",9/1/2015
ACCOMPLICE INC,DATA SCIENTIST,"90,000","SAN FRANCISCO, CA",9/9/2015
SLALOM LLC,DATA SCIENTIST,"90,000","ATLANTA, GA",9/11/2015
TRUSTED PATTERNS INC,DATA SCIENTIST,"90,000","SANTA CLARA, CA",9/4/2015
PEBBLE TECHNOLOGY CORP,DATA SCIENTIST,"90,000","PALO ALTO, CA",9/15/2015
FARMER'S BUSINESS NETWORK INC,DATA SCIENTIST,"90,000","SAN CARLOS, CA",9/15/2015
ESURANCE INSURANCE SERVICES INC,DATA SCIENTIST,"90,000","SAN FRANCISCO, CA",12/10/2014
ESURANCE INSURANCE SERVICES INC,DATA SCIENTIST,"90,000","SAN FRANCISCO, CA",12/10/2015
ENLITIC INC,DATA SCIENTIST,"90,000","SAN FRANCISCO, CA",12/22/2014
RESONATE NETWORKS INC,DATA SCIENTIST,"90,000","RESTON, VA",5/15/2014
THOUGHTWORKS INC,DATA SCIENTIST,"90,000","CHICAGO, IL",1/13/2014
ALATION INC,DATA SCIENTIST,"90,000","PALO ALTO, CA",9/1/2014
XAD INC,DATA SCIENTIST,"90,000","SUNNYVALE, CA",9/5/2014
WIBIDATA INC,DATA SCIENTIST,"90,000","SAN FRANCISCO, CA",9/18/2014
IMVU INC,DATA SCIENTIST,"90,000","MOUNTAIN VIEW, CA",12/14/2014
KENSHO TECHNOLOGIES INC,DATA SCIENTIST & MACHINE LEARNING ENGINEER,"90,000","CAMBRIDGE, MA",8/15/2017
EXPLORYS INC,DATA SCIENTIST - ANALYTICS,"90,000","CLEVELAND, OH",5/4/2015
ON DECK CAPITAL INC,DATA SCIENTIST - BUSINESS ANALYTICS (15-1199.08),"90,000","NEW YORK, NY",7/21/2017
ON DECK CAPITAL INC,DATA SCIENTIST - BUSINESS ANALYTICS (15-1199.08),"90,000","NEW YORK, NY",9/8/2016
MONSANTO COMPANY,DATA SCIENTIST - ECONOMETRICS,"90,000","ST. LOUIS, MO",8/11/2016
MONSANTO COMPANY,DATA SCIENTIST - OPERATIONS RESEARCH,"90,000","CHESTERFIELD, MO",8/24/2017
COLABERRY INC,DATA SCIENTIST - SPATIAL STATISTICS,"90,000","CREVE COEUR, MO",1/22/2018
INSIGMA INC,DATA SCIENTIST ANALYST,"90,000","LOS ANGELES, CA",9/12/2018
AMAZONCOM SERVICES INC,DATA SCIENTIST I,"90,000","SEATTLE, WA",9/13/2018
HILTI INC,DATA SCIENTIST I,"90,000","PLANO, TX",9/8/2017
HILTI INC,DATA SCIENTIST I,"90,000","PLANO, TX",9/8/2017
JABIL INC,DATA SCIENTIST II,"90,000","ST. PETERSBURG, FL",8/23/2018
SPRINT CORPORATION,DATA SCIENTIST II,"90,000","OVERLAND PARK, KS",9/7/2017
CHICAGO MERCANTILE EXCHANGE INC,DATA SCIENTIST II,"90,000","CHICAGO, IL",10/1/2014
RACKSPACE US INC,DATA SCIENTIST IV,"90,000","SAN ANTONIO, TX",10/1/2018
TESLA INC,"DATA SCIENTIST, PROCESS ENGINEER","90,000","FREMONT, CA",9/2/2017
NATERA INC,DATA SCIENTIST- ALGORITHM DEVELOPMENT,"90,000","SAN CARLOS, CA",11/10/2015
THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST/ENGINEER,"90,000","LOS ANGELES, CA",9/20/2017
LEANTAAS INC,ASSOCIATE DATA SCIENTIST,"90,000","SANTA CLARA, CA",8/22/2017
LEANTAAS INC,ASSOCIATE DATA SCIENTIST,"90,000","SANTA CLARA, CA",9/5/2017
AKAMAI TECHNOLOGIES INC,ASSOCIATE DATA SCIENTIST,"90,000","CAMBRIDGE, MA",9/8/2017
QUANTIPLY CORPORATION,ASSOCIATE DATA SCIENTIST,"90,000","PALO ALTO, CA",8/25/2016
TEN-X LLC,ASSOCIATE DATA SCIENTIST,"90,000","BELMONT, CA",9/1/2016
INTEGRAL AD SCIENCE INC,ASSOCIATE DATA SCIENTIST,"90,000","NEW YORK, NY",9/15/2015
KOH YOUNG AMERICA INC,JUNIOR DATA SCIENTIST,"90,000","SAN DIEGO, CA",9/11/2018
ESTIA INC,JUNIOR DATA SCIENTIST,"90,000","SAN ANTONIO, TX",11/1/2016
NATIVO INC,JUNIOR DATA SCIENTIST,"90,000","EL SEGUNDO, CA",9/8/2017
SG ANALYTICS,SENIOR DATA SCIENTIST,"90,000","NEW YORK, NY",9/13/2018
SG ANALYTICS,SENIOR DATA SCIENTIST,"90,000","NEW YORK, NY",9/13/2018
SG ANALYTICS,SENIOR DATA SCIENTIST,"90,000","NEW YORK, NY",9/13/2018
SG ANALYTICS,SENIOR DATA SCIENTIST,"90,000","NEW YORK, NY",9/13/2018
P2 ANALYTICS LLC,SENIOR DATA SCIENTIST,"90,000","CAMBRIDGE, MA",9/6/2018
SG ANALYTICS,SENIOR DATA SCIENTIST,"90,000","NEW YORK, NY",9/13/2018
CORECOMPETE INC,SENIOR DATA SCIENTIST,"90,000","DURHAM, NC",9/5/2018
SG ANALYTICS,SENIOR DATA SCIENTIST,"90,000","NEW YORK, NY",9/13/2018
THE NIELSEN COMPANY (US) LLC,SENIOR DATA SCIENTIST,"90,000","COLUMBIA, MD",12/13/2016
STARSKY ROBOTICS INC,SENIOR DATA SCIENTIST,"90,000","SAN FRANCISCO, CA",3/10/2017
ESURANCE INSURANCE SERVICES INC,SENIOR DATA SCIENTIST,"90,000","SAN FRANCISCO, CA",12/10/2016
BLUESTEM BRANDS INC,SENIOR DATA SCIENTIST,"90,000","EL SEGUNDO, CA",8/1/2016
RENAISSANCE LEARNING INC,SENIOR DATA SCIENTIST,"90,000","MADISON, WI",1/5/2015
SIKKA SOFTWARE CORPORATION,LEAD DATA SCIENTIST,"90,000","SAN JOSE, CA",8/1/2018
THE NIELSEN COMPANY (US) LLC,LEAD DATA SCIENTIST,"90,000","NEW YORK, NY",5/15/2017
GEISINGER CLINIC,MACHINE LEARNING COMPUTATIONAL INTELLIGENCE SCIENT,"90,000","DANVILLE, PA",8/1/2014
LIRIO LLC,MACHINE LEARNING DEVELOPER,"90,000","KNOXVILLE, TN",9/11/2018
CLAIMKIT INC,MACHINE LEARNING ENGINEER,"90,000","NEW JERSEY, NJ",9/7/2018
CONTEXT RELEVANT INC,MACHINE LEARNING ENGINEER,"90,000","SEATTLE, WA",8/30/2017
FACTSET RESEARCH SYSTEMS INC,MACHINE LEARNING ENGINEER,"90,000","NEW YORK, NY",8/30/2017
FACTSET RESEARCH SYSTEMS INC,MACHINE LEARNING ENGINEER,"90,000","NEW YORK, NY",8/30/2017
BURST INC,MACHINE LEARNING ENGINEER,"90,000","BOSTON, MA",8/30/2017
STARSKY ROBOTICS INC,MACHINE LEARNING ENGINEER,"90,000","SAN FRANCISCO, CA",9/11/2017
ROAM ANALYTICS INC,MACHINE LEARNING ENGINEER,"90,000","SAN MATEO, CA",9/20/2016
CB INFORMATION SERVICES INC,MACHINE LEARNING ENGINEER,"90,000","NEW YORK, NY",3/6/2015
LUMINAR TECHNOLOGIES INC,MACHINE LEARNING SCIENTIST,"90,000","MENLO PARK, CA",11/1/2017
LUMINAR TECHNOLOGIES INC,MACHINE LEARNING SCIENTIST,"90,000","PALO ALTO, CA",1/17/2018
LUMINAR TECHNOLOGIES INC,MACHINE LEARNING SCIENTIST,"90,000","PORTOLA VALLEY, CA",8/23/2017
VERDIGRIS TECHNOLOGIES INC,MACHINE LEARNING SOFTWARE ENGINEER,"90,000","MOFFETT FIELD, CA",6/2/2014
MACHINE ZONE INC,DATA SCIENCE PRODUCT LEAD,"89,960","PALO ALTO, CA",7/21/2018
UBER TECHNOLOGIES INC,DATA SCIENTIST,"89,960","PALO ALTO, CA",6/1/2018
T3C INC DBA RETAIL SOLUTIONS INC,DATA SCIENTIST,"89,960","MOUNTAIN VIEW, CA",8/21/2018
QUORA INC,DATA SCIENTIST,"89,960","MOUNTAIN VIEW, CA",8/22/2018
RYZLINK CORP,DATA SCIENTIST,"89,960","MILPITAS, CA",9/7/2018
PAYPAL INC,DATA SCIENTIST,"89,960","SAN JOSE, CA",4/27/2018
ROBINHOOD MARKETS INC,DATA SCIENTIST,"89,960","PALO ALTO, CA",3/12/2018
MINDLANCE INC,DATA SCIENTIST,"89,960","SANTA CLARA, CA",9/8/2018
ADOBE SYSTEMS INCORPORATED,DATA SCIENTIST,"89,960","SAN JOSE, CA",9/18/2018
ADOBE SYSTEMS INCORPORATED,DATA SCIENTIST,"89,960","SAN JOSE, CA",7/11/2018
POLLEN INC,DATA SCIENTIST,"89,960","LEAWOOD, KS",9/14/2018
QUORA INC,DATA SCIENTIST,"89,960","MOUNTAIN VIEW, CA",8/28/2017
MACHINE ZONE INC,DATA SCIENTIST,"89,960","PALO ALTO, CA",10/9/2017
MACHINE ZONE INC,DATA SCIENTIST,"89,960","PALO ALTO, CA",9/14/2017
ROCHE SEQUENCING SOLUTIONS INC,"DATA SCIENTIST, BIOINFORMATICS","89,960","SAN JOSE, CA",9/2/2018
MACHINE ZONE INC,JUNIOR DATA SCIENCE ENGINEER,"89,960","PALO ALTO, CA",7/25/2018
MACHINE ZONE INC,JUNIOR DATA SCIENTIST,"89,960","PALO ALTO, CA",7/21/2018
ADOBE SYSTEMS INCORPORATED,SENIOR DATA SCIENTIST,"89,960","SAN JOSE, CA",9/2/2018
ELEVATE CREDIT SERVICE LLC,SENIOR DATA SCIENTIST,"89,960","SAN DIEGO, CA",10/19/2017
ADOBE SYSTEMS INCORPORATED,"SR. DATA SCIENTIST, MACHINE LEARNING APPLICATIONS","89,960","SAN JOSE, CA",1/2/2018
FORD MOTOR COMPANY,DATA SCIENTIST,"89,939","DEARBORN, MI",7/9/2018
INCEDO INC,DATA SCIENTIST,"89,898","SOUTH SAN FRANCISCO, CA",6/10/2018
INSURANCE SERVICES OFFICE INC,DATA SCIENTIST I,"89,775","LEHI, UT",8/2/2018
PREMERA BLUE CROSS,DATA SCIENTIST II,"89,700","MOUNTLAKE TERRACE, WA",8/7/2018
AMAZON CORPORATE LLC,MACHINE LEARNING SCIENTIST I,"89,700","CAMBRIDGE, MA",5/8/2015
AMAZON CORPORATE LLC,MACHINE LEARNING SCIENTIST I,"89,700","SEATTLE, WA",5/8/2015
MOLEX LLC,LEAD DATA SCIENTIST,"89,648","LISLE, IL",5/16/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"89,586","REDMOND, WA",1/30/2017
MASSIVE DYNAMICS LLC,DATA SCIENTIST,"89,565","PRINCETON, NJ",9/25/2018
MASSIVE DYNAMICS LLC,DATA SCIENTIST,"89,565","PRINCETON, NJ",9/7/2018
SCHOLASTIC INC,DATA SCIENTIST,"89,565","NEW YORK, NY",10/1/2014
TRUVERIS INC,SR. DATA SCIENTIST,"89,565","NEW YORK, NY",9/15/2015
BIO-RAD LABORATORIES INC,DATA SCIENTIST I,"89,500","HERCULES, CA",8/31/2018
OPEX ANALYTICS LLC,DATA SCIENTIST,"89,440","PALO ALTO, CA",11/3/2015
DANAHER LABS,DATA SCIENTIST,"89,440","SANTA CLARA, CA",8/26/2016
DANAHER LABS,DATA SCIENTIST,"89,440","SANTA CLARA, CA",8/26/2016
AOL ADVERTISING INC,DATA SCIENTIST,"89,440","PALO ALTO, CA",9/1/2016
QUOTIENT TECHNOLOGY INC,DATA SCIENTIST,"89,440","MOUNTAIN VIEW, CA",9/3/2016
QUOTIENT TECHNOLOGY INC,DATA SCIENTIST,"89,440","MOUNTAIN VIEW, CA",9/3/2016
NITRIO INC,DATA SCIENTIST,"89,440","PALO ALTO, CA",9/10/2016
HEALTHCARE BUSINESS INTELLIGENCE SOLUTIONS INC,DATA SCIENTIST,"89,440","PALO ALTO, CA",6/1/2016
OPEX ANALYTICS LLC,DATA SCIENTIST,"89,440","PALO ALTO, CA",8/10/2015
TARGET ENTERPRISE INC,SENIOR DATA SCIENTIST,"89,440","SUNNYVALE, CA",2/8/2016
ALTAIR PRODUCTDESIGN INC,DATA SCIENTIST - DECISION SCIENCE SUPPORT,"89,400","DEARBORN, MI",8/15/2017
ENDURANCE INTERNATIONAL GROUP,DATA SCIENTIST,"89,250","BURLINGTON, MA",7/11/2018
EMC CORPORATION,DATA SCIENTIST I,"89,250","NEW YORK, NY",7/11/2016
ADVERTEX COMMUNICATIONS INC,"DATA SCIENTIST, CUSTOMER INSIGHTS","89,190","NEW YORK, NY",2/4/2016
ION MEDIA NETWORKS INC,SENIOR DATA SCIENTIST,"89,190","NEW YORK, NY",8/31/2015
WAL-MART ASSOCIATES INC,ASSOCIATE DATA SCIENTIST,"89,175","BENTONVILLE, AR",8/29/2018
IMPACT ANALYTICS INC,DATA SCIENTIST,"89,100","LINTHICUM, MD",9/1/2018
CYBER INFOTECH LLC,DATA SCIENTIST,"89,024","FRISCO, TX",9/22/2018
CYBER INFOTECH LLC,DATA SCIENTIST,"89,024","FRISCO, TX",9/20/2018
CYBER INFOTECH LLC,DATA SCIENTIST,"89,024","FRISCO, TX",9/22/2018
CYBER INFOTECH LLC,DATA SCIENTIST,"89,024","FRISCO, TX",9/22/2018
CYBER INFOTECH LLC,DATA SCIENTIST,"89,024","FRISCO, TX",9/20/2018
CYBER INFOTECH LLC,DATA SCIENTIST,"89,024","FRISCO, TX",9/22/2018
CYBER INFOTECH LLC,DATA SCIENTIST,"89,024","FRISCO, TX",9/22/2018
CYBER INFOTECH LLC,DATA SCIENTIST,"89,024","FRISCO, TX",9/22/2018
CYBER INFOTECH LLC,DATA SCIENTIST,"89,024","FRISCO, TX",9/18/2018
CYBER INFOTECH LLC,DATA SCIENTIST,"89,024","FRISCO, TX",9/18/2018
CYBER INFOTECH LLC,DATA SCIENTIST,"89,024","FRISCO, TX",9/22/2018
CYBER INFOTECH LLC,DATA SCIENTIST,"89,024","FRISCO, TX",9/18/2018
CYBER INFOTECH LLC,DATA SCIENTIST,"89,024","FRISCO, TX",9/22/2018
SKYTREE INC,DATA SCIENTIST,"89,024","SAN JOSE, CA",9/9/2016
TREMUS INC,SENIOR DATA SCIENTIST,"89,024","PALO ALTO, CA",9/22/2016
MOUNT SINAI HOSPITAL,DATA SCIENCE ANALYST I,"89,000","NEW YORK, NY",4/9/2018
AMERICAN EXPRESS COMPANY,DATA SCIENTIST,"89,000","PHOENIX, AZ",7/31/2018
AMERICAN EXPRESS COMPANY,DATA SCIENTIST,"89,000","PHOENIX, AZ",7/31/2018
TECHEXCEL INC,DATA SCIENTIST,"89,000","LAFAYETTE, CA",9/11/2018
AMERICAN EXPRESS COMPANY,DATA SCIENTIST,"89,000","PHOENIX, AZ",7/31/2018
IMPACT ANALYTICS INC,DATA SCIENTIST,"89,000","LINTHICUM, MD",9/1/2017
IMPACT ANALYTICS INC,DATA SCIENTIST,"89,000","FARMINGHAM, MA",9/1/2017
VF SERVICES LLC,DATA SCIENTIST - PRODUCT FLOW AND FULFILLMENT,"89,000","COSTA MESA, CA",6/20/2018
MEMORIAL SLOAN-KETTERING CANCER CENTER,"DATA SCIENTIST IV, DESIGN","89,000","NEW YORK, NY",6/16/2017
ADELPHIC INC,SR. DATA SCIENTIST,"89,000","WALTHAM, MA",9/18/2016
ANALOG DEVICES INC,MACHINE LEARNING RESEARCH SCIENTIST,"89,000","CAMBRIDGE, MA",8/5/2016
CATERPILLAR INC,SENIOR DATA SCIENTIST,"88,956","CHAMPAIGN, IL",1/10/2018
C AND S WHOLESALE GROCERS INC,DATA SCIENTIST,"88,900","HATFIELD, MA",7/16/2018
BLUE CROSS AND BLUE SHIELD OF FLORIDA INC,ASSOCIATE DATA SCIENTIST,"88,868","JACKSONVILLE, FL",9/5/2018
VITAL DATA TECHNOLOGY LLC,DATA SCIENTIST,"88,858","NEWPORT BEACH, CA",9/5/2018
THE RETAIL EQUATION INC,DATA SCIENTIST,"88,858","IRVINE, CA",8/13/2018
CATERPILLAR INC,DATA SCIENTIST III,"88,800","PEORIA, IL",5/2/2018
PITNEY BOWES INC,DATA SCIENTIST,"88,754","SHELTON, CT",9/13/2014
WAVE COMPUTING INC,MACHINE LEARNING SOFTWARE ENGINEER,"88,735","CAMPBELL, CA",8/15/2018
INTEL CORPORATION,DATA SCIENTIST,"88,629","HILLSBORO, OR",10/1/2017
TECHSOURCE INC,DATA SCIENTIST,"88,629","EL SEGUNDO, CA",7/14/2016
LINKEDIN CORPORATION,DATA SCIENTIST,"88,500","MOUNTAIN VIEW, CA",8/18/2014
LINKEDIN CORPORATION,DATA SCIENTIST,"88,500","MOUNTAIN VIEW, CA",8/18/2014
LINKEDIN CORPORATION,"DATA SCIENTIST, BUSINESS INSIGHTS","88,500","MOUNTAIN VIEW, CA",7/28/2014
SCHLUMBERGER TECHNOLOGY CORPORATION,DATA SCIENTIST,"88,426","HOUSTON, TX",8/1/2016
PRICELINECOM LLC,DATA SCIENTIST,"88,421","NORWALK, CT",9/12/2016
SRISHTI I2I BIZ SOLUTIONS INC,DATA SCIENTIST,"88,317","HAZLET, NJ",9/5/2018
DATAXU INC,DATA SCIENTIST,"88,296","BOSTON, MA",9/14/2014
CLOUDWICK TECHNOLOGIES INC,DATA SCIENTIST,"88,254","SAN JOSE, CA",8/18/2015
DIFFBOT TECHNOLOGIES CORP,MACHINE LEARNING ENGINEER,"88,254","PALO ALTO, CA",8/26/2015
DIFFBOT TECHNOLOGIES CORP,MACHINE LEARNING ENGINEER,"88,254","PALO ALTO, CA",8/26/2015
DIFFBOT TECHNOLOGIES CORP,MACHINE LEARNING ENGINEER,"88,254","PALO ALTO, CA",8/26/2015
INTEL CORPORATION,DATA SCIENTIST,"88,234","HILLSBORO, OR",8/24/2016
CATERPILLAR INC,DATA SCIENTIST III,"88,200","CHAMPAIGN, IL",9/15/2018
SYNGENTA CROP PROTECTION LLC,DATA SCIENTIST,"88,088","RESEARCH TRIANGLE PARK, NC",9/10/2018
GINGERIO INC,DATA SCIENTIST,"88,088","SAN FRANCISCO, CA",4/7/2014
GINGERIO INC,DATA SCIENTIST,"88,088","SAN FRANCISCO, CA",10/1/2014
TARGET ENTERPRISE INC,SR. DATA SCIENTIST,"88,046","MINNEAPOLIS, MN",7/27/2018
ANTHEM INC,DATA SCIENCE SOLUTIONS CONSULTANT SENIOR,"88,026","CHICAGO, IL",5/21/2018
CYBER INFOTECH LLC,DATA SCIENTIST,"88,026","SCHAUMBURG, IL",9/20/2018
CYBER INFOTECH LLC,DATA SCIENTIST,"88,026","SCHAUMBURG, IL",9/18/2018
BCCL WORLDWIDE INC,DATA SCIENCE ENGINEER,"88,000","REDWOOD CITY, CA",9/2/2018
DATAXU INC,DATA SCIENCE ENGINEER,"88,000","BOSTON, MA",9/9/2017
SPIGOT INC,DATA SCIENTIST,"88,000","FORT MYERS, FL",8/26/2018
MED DATA QUEST INC,DATA SCIENTIST,"88,000","LA JOLLA, CA",9/2/2018
AA SOFTWARE & NETWORKING INC,DATA SCIENTIST,"88,000","MEDWAY, MA",9/10/2018
VERIDIC SOLUTIONS LLC,DATA SCIENTIST,"88,000","CREVE COEUR, MO",9/20/2018
FIRSTFUEL SOFTWARE INC,DATA SCIENTIST,"88,000","LEXINGTON, MA",9/7/2018
CUMMINS INC,DATA SCIENTIST,"88,000","COLUMBUS, IN",1/2/2017
THE NIELSEN COMPANY (US) LLC,DATA SCIENTIST,"88,000","NEW YORK, NY",12/26/2016
EXCELSIOR COLLEGE,DATA SCIENTIST,"88,000","ALBANY, NY",2/1/2018
MED DATA QUEST INC,DATA SCIENTIST,"88,000","LA JOLLA, CA",9/13/2016
AGILONE INC,DATA SCIENTIST,"88,000","MOUNTAIN VIEW, CA",9/13/2014
AGILONE INC,DATA SCIENTIST,"88,000","MOUNTAIN VIEW, CA",9/13/2014
CATERPILLAR INC,DATA SCIENTIST III,"88,000","CHAMPAIGN, IL",7/23/2018
CATERPILLAR INC,DATA SCIENTIST III,"88,000","PEORIA, IL",3/12/2018
SOURCEINFOTECH INC,DATA SCIENTIST/DATA ENGINEER,"88,000","PHILADELPHIA, PA",9/7/2018
MONSANTO COMPANY,ASSOCIATE DATA SCIENTIST - PRESCRIPTIVE ANALYTICS,"88,000","CHESTERFIELD, MO",9/1/2018
ADS ALLIANCE DATA SYSTEMS INC,SENIOR DATA SCIENTIST,"88,000","ROSEMONT, IL",9/7/2016
ADS ALLIANCE DATA SYSTEMS INC,SENIOR DATA SCIENTIST,"88,000","ROSEMONT, IL",9/7/2016
ADS ALLIANCE DATA SYSTEMS INC,SR. DATA SCIENTIST,"88,000","CHICAGO, IL",8/23/2018
MCKINSEY & COMPANY INC UNITED STATES,SENIOR DATA SCIENTIST,"87,920","WALTHAM, MA",8/15/2018
MCKINSEY & COMPANY INC UNITED STATES,DATA SCIENTIST,"87,900","WALTHAM, MA",8/15/2017
IBM CORPORATION,DATA SCIENTIST,"87,859","CAMBRIDGE, MA",7/31/2018
COLABERRY INC,DATA SCIENTIST,"87,859","BOSTON, MA",9/18/2018
COLABERRY INC,MACHINE LEARNING ENGINEER,"87,859","BOSTON, MA",9/25/2018
CYMER LLC,DATA SCIENTIST,"87,807","SAN DIEGO, CA",11/30/2016
IBM CORPORATION,DATA SCIENTIST,"87,800","NEW YORK, NY",9/12/2017
PITNEY BOWES INC,DATA SCIENTIST,"87,797","SHELTON, CT",9/8/2018
COHEN VETERANS NETWORK INC,DATA SCIENTIST,"87,797","STAMFORD, CT",8/31/2018
TARGET ENTERPRISE INC,SENIOR DATA SCIENTIST,"87,755","MINNEAPOLIS, MN",10/5/2015
AKAMAI TECHNOLOGIES INC,DATA SCIENTIST,"87,700","CAMBRIDGE, MA",8/7/2017
AKAMAI TECHNOLOGIES INC,ASSOCIATE DATA SCIENTIST,"87,700","CAMBRIDGE, MA",7/29/2017
MOODY'S ANALYTICS,DATA SCIENTIST,"87,630","SAN FRANCISCO, CA",11/10/2014
COMPUNNEL SOFTWARE GROUP INC,DATA SCIENTIST / SYSTEMS ANALYST,"87,600","DANVILLE, PA",2/23/2018
AMSTED RAIL COMPANY INC,DATA SCIENTIST,"87,550","GRANITE CITY, IL",9/15/2018
MOVE INC,DATA SCIENTIST,"87,550","SANTA CLARA, CA",8/26/2018
FEEDZAI INC,DATA SCIENTIST,"87,526","ATLANTA, GA",9/4/2018
ANCILE INC,DATA SCIENTIST,"87,526","DULUTH, GA",9/16/2018
FEEDZAI INC,DATA SCIENTIST,"87,526","ATLANTA, GA",9/4/2018
FEEDZAI INC,DATA SCIENTIST,"87,526","ATLANTA, GA",9/4/2018
EQUIFAX INC,DATA SCIENTIST - INTERMEDIATE,"87,526","ATLANTA, GA",9/2/2018
TRAVELPORT LP,DATA SCIENTIST I,"87,526","ATLANTA, GA",9/10/2018
CAREERBUILDER LLC,DATA SCIENTIST II,"87,526","NORCROSS, GA",8/13/2018
KEYSIGHT TECHNOLOGIES INC,MACHINE LEARNING RESEARCHER,"87,526","ATLANTA, GA",9/11/2018
THE NIELSEN COMPANY (US) LLC,DATA SCIENTIST,"87,500","CHICAGO, IL",6/1/2018
DRIVEN BRANDS SHARED SERVICES LLC,DATA SCIENTIST,"87,500","CHARLOTTE, NC",9/11/2018
EFT ANALYTICS INC,DATA SCIENTIST,"87,500","NEW YORK, NY",8/29/2018
PYRAMID CONSULTING INC,DATA SCIENTIST,"87,500","ALPHARETTA, GA",8/29/2017
PYRAMID CONSULTING INC,DATA SCIENTIST,"87,500","ALPHARETTA, GA",9/1/2017
EXTRA SPACE MANAGEMENT INC,DATA SCIENTIST,"87,500","SALT LAKE CITY, UT",10/1/2016
SYNERGY TECHNOLOGIES LLC,DATA SCIENTIST - HADOOP,"87,500","JACKSONVILLE, FL",9/6/2018
SCHIRESON ASSOCIATES LLC,"DATA SCIENTIST, ANALYST","87,500","NEW YORK, NY",9/20/2018
COLABERRY INC,DATA SCIENTIST- INTERMEDIATE,"87,500","CHESTERFIELD, MO",9/18/2018
PYRAMID CONSULTING INC,SR. DATA SCIENTIST,"87,500","ALPHARETTA, GA",8/1/2018
PYRAMID CONSULTING INC,SR. DATA SCIENTIST,"87,500","ALPHARETTA, GA",8/1/2018
FRACTAL ANALYTICS INC,SENIOR DATA SCIENTIST,"87,464","JERSEY CITY, NJ",8/20/2018
FRACTAL ANALYTICS INC,SENIOR DATA SCIENTIST,"87,464","JERSEY CITY, NJ",8/9/2018
FRACTAL ANALYTICS INC,LEAD DATA SCIENTIST,"87,464","NORTHBROOK, IL",7/17/2018
COX AUTOMOTIVE CORPORATE SERVICES INC,DATA SCIENTIST,"87,413","ATLANTA, GA",1/2/2017
THE RESEARCH INSTITUTE AT NATIONWIDE CHILDREN'S HOSPITAL,DATA SCIENTIST,"87,402","COLUMBUS, OH",2/8/2017
